,Chords,Notes,Degrees
185,Csmin7,"['dos', 'mi', 'sols', 'si']","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
186,Csminmaj7,"['dos', 'mi', 'sols', 'do']","[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
187,Csmin9,"['dos', 'mi', 'sols', 'si', 'res']","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
188,Csminmaj9,"['dos', 'mi', 'sols', 'do', 'res']","[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
189,Csminmajs9,"['dos', 'mi', 'sols', 'do', 'mi']","[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
190,Csminb9,"['dos', 'mi', 'sols', 'si', 're']","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
191,Csminb79,"['dos', 'mi', 'sols', 'las', 'res']","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]"
192,Csminb7b9,"['dos', 'mi', 'sols', 'las', 're']","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
193,Csmin7b9,"['dos', 'mi', 'sols', 'si', 're']","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
194,Csmin7sus2,"['dos', 'mi', 'sols', 'dos', 'res', 'sols', 'si']","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
195,Csminmaj7sus2,"['dos', 'mi', 'sols', 'dos', 'res', 'sols', 'do']","[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
196,Csmin7sus4,"['dos', 'mi', 'sols', 'dos', 'fas', 'sols', 'si']","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]"
197,Csminmaj7sus4,"['dos', 'mi', 'sols', 'dos', 'fas', 'sols', 'do']","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]"
198,Csminadd9,"['dos', 'mi', 'sols', 'res']","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
199,Csminadd11,"['dos', 'mi', 'sols', 'fas']","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]"
200,Csminadd13,"['dos', 'mi', 'sols', 'las']","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
201,Csmin11s,"['dos', 'mi', 'sols', 'si', 'res', 'sol']","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]"
202,Csmin11b9,"['dos', 'mi', 'sols', 'si', 're', 'fas']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]"
203,Csminmajs911s,"['dos', 'mi', 'sols', 'do', 'mi', 'sol']","[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
204,Csminb711b9,"['dos', 'mi', 'sols', 'las', 're', 'fas']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
205,Csminmaj11,"['dos', 'mi', 'sols', 'do', 'res', 'fas']","[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
206,Csminmaj911s,"['dos', 'mi', 'sols', 'do', 'res', 'sol']","[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
207,Csmin11,"['dos', 'mi', 'sols', 'si', 'res', 'fas']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1]"
208,Csminb11b9,"['dos', 'mi', 'sols', 'si', 're', 'mis']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
209,Csmin13b11b9b,"['dos', 'mi', 'sols', 'si', 're', 'mis', 'la']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]"
210,Csmin13b9,"['dos', 'mi', 'sols', 'si', 're', 'fas', 'las']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]"
211,Csmin1311s,"['dos', 'mi', 'sols', 'si', 'res', 'sol', 'las']","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]"
212,Csmin13b,"['dos', 'mi', 'sols', 'si', 'res', 'fas', 'la']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1]"
213,Csminmaj13b,"['dos', 'mi', 'sols', 'do', 'res', 'fas', 'la']","[1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]"
214,Csmin13bb9,"['dos', 'mi', 'sols', 'si', 're', 'fas', 'la']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]"
215,Csminmaj13s911s,"['dos', 'mi', 'sols', 'do', 'mi', 'sol', 'las']","[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]"
216,Csminb713b9,"['dos', 'mi', 'sols', 'las', 're', 'fas', 'la']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]"
217,Csminmaj13,"['dos', 'mi', 'sols', 'do', 'res', 'fas', 'las']","[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0]"
218,Csminmaj1311s,"['dos', 'mi', 'sols', 'do', 'res', 'sol', 'las']","[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]"
219,Csmin13,"['dos', 'mi', 'sols', 'si', 'res', 'fas', 'las']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]"
220,Csmin11b913b,"['dos', 'mi', 'sols', 'si', 're', 'fas', 'la']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]"
221,Csmin1113b,"['dos', 'mi', 'sols', 'si', 'res', 'fas', 'la']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1]"
222,Csdim7,"['dos', 'mi', 'sol', 'si']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
223,Csdimmaj7,"['dos', 'mi', 'sol', 'do']","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
224,Csdim9,"['dos', 'mi', 'sol', 'si', 'res']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]"
225,Csdimmaj9,"['dos', 'mi', 'sol', 'do', 'res']","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
226,Csdimmajs9,"['dos', 'mi', 'sol', 'do', 'mi']","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
227,Csdimb9,"['dos', 'mi', 'sol', 'si', 're']","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
228,Csdimb79,"['dos', 'mi', 'sol', 'las', 'res']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]"
229,Csdimb7b9,"['dos', 'mi', 'sol', 'las', 're']","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
230,Csdim7b9,"['dos', 'mi', 'sol', 'si', 're']","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
231,Csdim7sus2,"['dos', 'mi', 'sol', 'dos', 'res', 'sols', 'si']","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]"
232,Csdimmaj7sus2,"['dos', 'mi', 'sol', 'dos', 'res', 'sols', 'do']","[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
233,Csdim7sus4,"['dos', 'mi', 'sol', 'dos', 'fas', 'sols', 'si']","[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1]"
234,Csdimmaj7sus4,"['dos', 'mi', 'sol', 'dos', 'fas', 'sols', 'do']","[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]"
235,Csdimadd9,"['dos', 'mi', 'sol', 'res']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
236,Csdimadd11,"['dos', 'mi', 'sol', 'fas']","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
237,Csdimadd13,"['dos', 'mi', 'sol', 'las']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
238,Csdim11s,"['dos', 'mi', 'sol', 'si', 'res', 'sol']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]"
239,Csdim11b9,"['dos', 'mi', 'sol', 'si', 're', 'fas']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]"
240,Csdimmajs911s,"['dos', 'mi', 'sol', 'do', 'mi', 'sol']","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
241,Csdimb711b9,"['dos', 'mi', 'sol', 'las', 're', 'fas']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]"
242,Csdimmaj11,"['dos', 'mi', 'sol', 'do', 'res', 'fas']","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]"
243,Csdimmaj911s,"['dos', 'mi', 'sol', 'do', 'res', 'sol']","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
244,Csdim11,"['dos', 'mi', 'sol', 'si', 'res', 'fas']","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]"
245,Csdimb11b9,"['dos', 'mi', 'sol', 'si', 're', 'mis']","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]"
246,Csdim13b11b9b,"['dos', 'mi', 'sol', 'si', 're', 'mis', 'la']","[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]"
247,Csdim13b9,"['dos', 'mi', 'sol', 'si', 're', 'fas', 'las']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]"
248,Csdim1311s,"['dos', 'mi', 'sol', 'si', 'res', 'sol', 'las']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1]"
249,Csdim13b,"['dos', 'mi', 'sol', 'si', 'res', 'fas', 'la']","[0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1]"
250,Csdimmaj13b,"['dos', 'mi', 'sol', 'do', 'res', 'fas', 'la']","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]"
251,Csdim13bb9,"['dos', 'mi', 'sol', 'si', 're', 'fas', 'la']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]"
252,Csdimmaj13s911s,"['dos', 'mi', 'sol', 'do', 'mi', 'sol', 'las']","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
253,Csdimb713b9,"['dos', 'mi', 'sol', 'las', 're', 'fas', 'la']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
254,Csdimmaj13,"['dos', 'mi', 'sol', 'do', 'res', 'fas', 'las']","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]"
255,Csdimmaj1311s,"['dos', 'mi', 'sol', 'do', 'res', 'sol', 'las']","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]"
256,Csdim13,"['dos', 'mi', 'sol', 'si', 'res', 'fas', 'las']","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]"
257,Csdim11b913b,"['dos', 'mi', 'sol', 'si', 're', 'fas', 'la']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]"
258,Csdim1113b,"['dos', 'mi', 'sol', 'si', 'res', 'fas', 'la']","[0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1]"
259,Csaug7,"['dos', 'mis', 'la', 'si']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
260,Csaugmaj7,"['dos', 'mis', 'la', 'do']","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
261,Csaug9,"['dos', 'mis', 'la', 'si', 'res']","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
262,Csaugmaj9,"['dos', 'mis', 'la', 'do', 'res']","[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
263,Csaugmajs9,"['dos', 'mis', 'la', 'do', 'mi']","[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
264,Csaugb9,"['dos', 'mis', 'la', 'si', 're']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
265,Csaugb79,"['dos', 'mis', 'la', 'las', 'res']","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]"
266,Csaugb7b9,"['dos', 'mis', 'la', 'las', 're']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
267,Csaug7b9,"['dos', 'mis', 'la', 'si', 're']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
268,Csaug7sus2,"['dos', 'mis', 'la', 'dos', 'res', 'sols', 'si']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]"
269,Csaugmaj7sus2,"['dos', 'mis', 'la', 'dos', 'res', 'sols', 'do']","[1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
270,Csaug7sus4,"['dos', 'mis', 'la', 'dos', 'fas', 'sols', 'si']","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
271,Csaugmaj7sus4,"['dos', 'mis', 'la', 'dos', 'fas', 'sols', 'do']","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
272,Csaugadd9,"['dos', 'mis', 'la', 'res']","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
273,Csaugadd11,"['dos', 'mis', 'la', 'fas']","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
274,Csaugadd13,"['dos', 'mis', 'la', 'las']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
275,Csaug11s,"['dos', 'mis', 'la', 'si', 'res', 'sol']","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
276,Csaug11b9,"['dos', 'mis', 'la', 'si', 're', 'fas']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
277,Csaugmajs911s,"['dos', 'mis', 'la', 'do', 'mi', 'sol']","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
278,Csaugb711b9,"['dos', 'mis', 'la', 'las', 're', 'fas']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
279,Csaugmaj11,"['dos', 'mis', 'la', 'do', 'res', 'fas']","[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
280,Csaugmaj911s,"['dos', 'mis', 'la', 'do', 'res', 'sol']","[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
281,Csaug11,"['dos', 'mis', 'la', 'si', 'res', 'fas']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1]"
282,Csaugb11b9,"['dos', 'mis', 'la', 'si', 're', 'mis']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
283,Csaug13b11b9b,"['dos', 'mis', 'la', 'si', 're', 'mis', 'la']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
284,Csaug13b9,"['dos', 'mis', 'la', 'si', 're', 'fas', 'las']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
285,Csaug1311s,"['dos', 'mis', 'la', 'si', 'res', 'sol', 'las']","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]"
286,Csaug13b,"['dos', 'mis', 'la', 'si', 'res', 'fas', 'la']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1]"
287,Csaugmaj13b,"['dos', 'mis', 'la', 'do', 'res', 'fas', 'la']","[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
288,Csaug13bb9,"['dos', 'mis', 'la', 'si', 're', 'fas', 'la']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
289,Csaugmaj13s911s,"['dos', 'mis', 'la', 'do', 'mi', 'sol', 'las']","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
290,Csaugb713b9,"['dos', 'mis', 'la', 'las', 're', 'fas', 'la']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
291,Csaugmaj13,"['dos', 'mis', 'la', 'do', 'res', 'fas', 'las']","[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0]"
292,Csaugmaj1311s,"['dos', 'mis', 'la', 'do', 'res', 'sol', 'las']","[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]"
293,Csaug13,"['dos', 'mis', 'la', 'si', 'res', 'fas', 'las']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]"
294,Csaug11b913b,"['dos', 'mis', 'la', 'si', 're', 'fas', 'la']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
295,Csaug1113b,"['dos', 'mis', 'la', 'si', 'res', 'fas', 'la']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1]"
296,D7,"['re', 'fas', 'la', 'do']","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
297,Dmaj7,"['re', 'fas', 'la', 'dos']","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
298,D9,"['re', 'fas', 'la', 'do', 'mi']","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
299,Dmaj9,"['re', 'fas', 'la', 'dos', 'mi']","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
300,Dmajs9,"['re', 'fas', 'la', 'dos', 'mis']","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
301,Db9,"['re', 'fas', 'la', 'do', 'res']","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
302,Db79,"['re', 'fas', 'la', 'si', 'mi']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
303,Db7b9,"['re', 'fas', 'la', 'si', 'res']","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1]"
304,D7b9,"['re', 'fas', 'la', 'do', 'res']","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
305,D7sus2,"['re', 'fas', 'la', 're', 'mi', 'la', 'do']","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
306,Dmaj7sus2,"['re', 'fas', 'la', 're', 'mi', 'la', 'dos']","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
307,D7sus4,"['re', 'fas', 'la', 're', 'sol', 'la', 'do']","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
308,Dmaj7sus4,"['re', 'fas', 'la', 're', 'sol', 'la', 'dos']","[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
309,Dadd9,"['re', 'fas', 'la', 'mi']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
310,Dadd11,"['re', 'fas', 'la', 'sol']","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
311,Dadd13,"['re', 'fas', 'la', 'si']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
312,D11s,"['re', 'fas', 'la', 'do', 'mi', 'sols']","[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]"
313,D11b9,"['re', 'fas', 'la', 'do', 'res', 'sol']","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]"
314,Dmajs911s,"['re', 'fas', 'la', 'dos', 'mis', 'sols']","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
315,Db711b9,"['re', 'fas', 'la', 'si', 'res', 'sol']","[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1]"
316,Dmaj11,"['re', 'fas', 'la', 'dos', 'mi', 'sol']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]"
317,Dmaj911s,"['re', 'fas', 'la', 'dos', 'mi', 'sols']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]"
318,D11,"['re', 'fas', 'la', 'do', 'mi', 'sol']","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]"
319,Db11b9,"['re', 'fas', 'la', 'do', 'res', 'fas']","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
320,D13b11b9b,"['re', 'fas', 'la', 'do', 'res', 'fas', 'las']","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]"
321,D13b9,"['re', 'fas', 'la', 'do', 'res', 'sol', 'si']","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1]"
322,D1311s,"['re', 'fas', 'la', 'do', 'mi', 'sols', 'si']","[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]"
323,D13b,"['re', 'fas', 'la', 'do', 'mi', 'sol', 'las']","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
324,Dmaj13b,"['re', 'fas', 'la', 'dos', 'mi', 'sol', 'las']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
325,D13bb9,"['re', 'fas', 'la', 'do', 'res', 'sol', 'las']","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]"
326,Dmaj13s911s,"['re', 'fas', 'la', 'dos', 'mis', 'sols', 'si']","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
327,Db713b9,"['re', 'fas', 'la', 'si', 'res', 'sol', 'las']","[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]"
328,Dmaj13,"['re', 'fas', 'la', 'dos', 'mi', 'sol', 'si']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]"
329,Dmaj1311s,"['re', 'fas', 'la', 'dos', 'mi', 'sols', 'si']","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]"
330,D13,"['re', 'fas', 'la', 'do', 'mi', 'sol', 'si']","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]"
331,D11b913b,"['re', 'fas', 'la', 'do', 'res', 'sol', 'las']","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]"
332,D1113b,"['re', 'fas', 'la', 'do', 'mi', 'sol', 'las']","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
333,Dmin7,"['re', 'mis', 'la', 'do']","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
334,Dminmaj7,"['re', 'mis', 'la', 'dos']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
335,Dmin9,"['re', 'mis', 'la', 'do', 'mi']","[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
336,Dminmaj9,"['re', 'mis', 'la', 'dos', 'mi']","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
337,Dminmajs9,"['re', 'mis', 'la', 'dos', 'mis']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
338,Dminb9,"['re', 'mis', 'la', 'do', 'res']","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
339,Dminb79,"['re', 'mis', 'la', 'si', 'mi']","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
340,Dminb7b9,"['re', 'mis', 'la', 'si', 'res']","[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
341,Dmin7b9,"['re', 'mis', 'la', 'do', 'res']","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
342,Dmin7sus2,"['re', 'mis', 'la', 're', 'mi', 'la', 'do']","[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
343,Dminmaj7sus2,"['re', 'mis', 'la', 're', 'mi', 'la', 'dos']","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
344,Dmin7sus4,"['re', 'mis', 'la', 're', 'sol', 'la', 'do']","[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
345,Dminmaj7sus4,"['re', 'mis', 'la', 're', 'sol', 'la', 'dos']","[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
346,Dminadd9,"['re', 'mis', 'la', 'mi']","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
347,Dminadd11,"['re', 'mis', 'la', 'sol']","[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
348,Dminadd13,"['re', 'mis', 'la', 'si']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
349,Dmin11s,"['re', 'mis', 'la', 'do', 'mi', 'sols']","[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
350,Dmin11b9,"['re', 'mis', 'la', 'do', 'res', 'sol']","[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
351,Dminmajs911s,"['re', 'mis', 'la', 'dos', 'mis', 'sols']","[0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
352,Dminb711b9,"['re', 'mis', 'la', 'si', 'res', 'sol']","[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
353,Dminmaj11,"['re', 'mis', 'la', 'dos', 'mi', 'sol']","[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
354,Dminmaj911s,"['re', 'mis', 'la', 'dos', 'mi', 'sols']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
355,Dmin11,"['re', 'mis', 'la', 'do', 'mi', 'sol']","[1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
356,Dminb11b9,"['re', 'mis', 'la', 'do', 'res', 'fas']","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
357,Dmin13b11b9b,"['re', 'mis', 'la', 'do', 'res', 'fas', 'las']","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]"
358,Dmin13b9,"['re', 'mis', 'la', 'do', 'res', 'sol', 'si']","[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
359,Dmin1311s,"['re', 'mis', 'la', 'do', 'mi', 'sols', 'si']","[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]"
360,Dmin13b,"['re', 'mis', 'la', 'do', 'mi', 'sol', 'las']","[1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
361,Dminmaj13b,"['re', 'mis', 'la', 'dos', 'mi', 'sol', 'las']","[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
362,Dmin13bb9,"['re', 'mis', 'la', 'do', 'res', 'sol', 'las']","[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]"
363,Dminmaj13s911s,"['re', 'mis', 'la', 'dos', 'mis', 'sols', 'si']","[0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
364,Dminb713b9,"['re', 'mis', 'la', 'si', 'res', 'sol', 'las']","[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1]"
365,Dminmaj13,"['re', 'mis', 'la', 'dos', 'mi', 'sol', 'si']","[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]"
366,Dminmaj1311s,"['re', 'mis', 'la', 'dos', 'mi', 'sols', 'si']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]"
367,Dmin13,"['re', 'mis', 'la', 'do', 'mi', 'sol', 'si']","[1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]"
368,Dmin11b913b,"['re', 'mis', 'la', 'do', 'res', 'sol', 'las']","[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]"
